17614	190562088	164	0	0	
17614	282231804	6	0	0	
13554	324088864	8	0	0	
17614	196711618	11	0	0	
17614	96849627	6	0	0	
17614	182306942	655	0	0	
17614	208279891	16	0	0	
17614	188791547	7	0	0	
17614	186847134	6	0	0	
17614	205047419	8	0	0	
17614	182233477	6	0	0	
17614	389194106	12	0	0	
17614	182811821	12	0	0	
17614	366590636	7	0	0	
39234	455933463	208	0	0	
17614	227315989	6	0	0	
17614	182725362	22	0	0	
17614	106916489	6	0	0	
17614	459474956	6122	0	0	
13554	324999194	57	0	0	
17614	221274219	7	0	0	
17614	344552980	7	0	0	
17614	239262484	7	0	0	
17614	279935158	18	0	0	
17614	422904451	51	0	0	
17614	286774638	6	0	0	
17614	191192469	11	0	0	
39234	428135703	39	0	0	
17614	320115916	18	0	0	
17614	209145214	18	0	0	
17614	192552328	21	0	0	
17614	459462970	12584	0	0	
17614	350014833	38	0	0	
17614	182318914	48	0	0	
17614	137707348	16	0	0	
17614	398633576	12	0	0	
17614	450840684	8	0	0	
17614	188272038	7	0	0	
13554	171762628	11	12596	4	
17614	417504499	13	0	0	
17614	405748183	12	0	0	
17614	367396161	11	0	0	
17614	409631298	6	0	0	
17614	203407819	18	0	0	
17614	327443530	6	0	0	
17614	415793497	6	0	0	
17614	187223237	30	0	0	
39234	452693731	107	0	0	
39234	455933410	46	0	0	
17614	283253043	6	0	0	
17614	240429199	5	0	0	
39234	438177413	23	0	0	
17614	300028415	13	0	0	
17614	453156514	16	0	0	
13554	421755745	2	0	0	
17614	379683962	21	0	0	
39234	367490765	119	0	0	
17614	238514821	12	0	0	
17614	183113494	6	0	0	
17614	333147744	19	0	0	
17614	356256107	11	0	0	
17614	301535743	78	0	0	
17614	245216215	6	0	0	
17614	364431536	12	0	0	
17614	266232750	29	0	0	
17614	223876255	324	0	0	
17614	375872700	19	0	0	
17614	186441747	6	0	0	
17614	455036356	33	0	0	
39234	456296056	60	0	0	
39234	458489037	973	273	2	
17614	453590594	22	0	0	
17614	193902820	17	0	0	
39234	460072489	100	97	1	
17614	187225863	6	0	0	
17614	312036403	11	0	0	
17614	94149136	5	0	0	
17614	243121738	25	0	0	
17614	248711205	5	0	0	
17614	367675959	9	0	0	
39234	458862057	12037	4987	71	
17614	183066554	12	0	0	
17614	126268247	5	0	0	
17614	101001756	13	0	0	
17614	425125485	8	0	0	
17614	258309501	7	0	0	
13554	323963378	37	0	0	
13554	393360487	8	0	0	
13554	408469529	4	0	0	
17614	408342278	12	0	0	
17614	362428296	5	0	0	
17614	187740104	7	0	0	
17614	459614015	6593	0	0	
17614	388662220	13	0	0	
13554	436810098	48	11	0	
13554	406947140	2	0	0	
17614	212604447	50	0	0	
17614	392738818	5	0	0	
17614	182186576	5	0	0	
17614	267665570	7	0	0	
39234	459729016	27	1	0	
17614	341199104	8	0	0	
17614	235223567	6	0	0	
39234	398207688	49	0	0	
13554	317154506	2	0	0	
13554	131145208	7	0	0	
17614	313949111	32	0	0	
17614	452347477	76	0	0	
17614	442185350	88	0	0	
