17614	190562088	186	0	0	
17614	282231804	6	0	0	
13554	324088864	2	0	0	
17614	189876899	5	0	0	
17614	96849627	7	0	0	
17614	182306942	690	0	0	
17614	208279891	12	0	0	
17614	187249852	6	0	0	
17614	268136526	7	0	0	
17614	389194106	37	0	0	
17614	440075213	6	0	0	
17614	182811821	6	0	0	
17614	366590636	4	0	0	
39234	455933463	1531	276	2	
17614	186394863	6	0	0	
17614	182725362	111	0	0	
17614	106916489	10	0	0	
17614	356809514	6	0	0	
13554	324999194	19	0	0	
17614	221274219	16	0	0	
17614	320597966	17	0	0	
17614	183392739	13	0	0	
17614	259179635	5	0	0	
17614	427103760	7	0	0	
17614	239262484	13	0	0	
17614	189166622	12	0	0	
17614	422904451	54	0	0	
17614	286774638	6	0	0	
17614	183546493	28	0	0	
13554	130708131	2	2	0	
39234	428135703	39	0	0	
17614	209145214	11	0	0	
17614	236739263	6	0	0	
17614	192552328	32	0	0	
17614	350014833	5	0	0	
17614	182318914	37	0	0	
17614	337029856	8	0	0	
17614	398633576	12	0	0	
17614	227278436	6	0	0	
17614	450840684	60	0	0	
17614	361587884	5	0	0	
17614	326622415	6	0	0	
17614	199762706	12	0	0	
17614	417504499	12	0	0	
17614	182306953	16	0	0	
17614	405748183	46	0	0	
17614	348228707	10	0	0	
17614	367396161	18	0	0	
17614	203407819	13	0	0	
17614	327443530	6	0	0	
17614	415793497	17	0	0	
17614	187223237	4	0	0	
39234	452693731	51	0	0	
39234	455933410	1133	901	28	
17614	185223593	7	0	0	
17614	399549538	6	0	0	
39234	438177413	13	0	0	
17614	453156514	115	0	0	
17614	237573321	5	0	0	
13554	421755745	8	1	0	
39234	367490765	186	0	0	
17614	187225829	6	0	0	
17614	238514821	28	0	0	
17614	189813286	6	0	0	
17614	249762698	18	0	0	
17614	356256107	21	0	0	
17614	301535743	53	0	0	
17614	266232750	7	0	0	
17614	213569389	6	0	0	
17614	223876255	537	0	0	
17614	328996299	6	0	0	
17614	375872700	7	0	0	
17614	278359583	5	0	0	
17614	455036356	2116	0	0	
17614	182355935	7	0	0	
17614	291909972	12	0	0	
39234	456296056	1660	5489	89	
17614	453590594	247	0	0	
17614	193902820	36	0	0	
17614	182269454	7	0	0	
17614	187225863	6	0	0	
17614	312036403	18	0	0	
17614	94149136	12	0	0	
17614	243121738	14	0	0	
17614	203385937	24	0	0	
17614	302714302	6	0	0	
17614	320103906	6	0	0	
17614	204405036	6	0	0	
17614	101001756	20	0	0	
17614	258309501	19	0	0	
17614	425125485	7	0	0	
13554	393360487	12	0	0	
13554	323963378	34	0	0	
17614	182270446	10	0	0	
17614	362428296	4	0	0	
17614	188563801	6	0	0	
17614	183630371	5	0	0	
13554	436810098	29	6	0	
17614	388662220	11	0	0	
17614	212604447	178	0	0	
17614	392738818	6	0	0	
17614	210773576	7	0	0	
17614	182556029	6	0	0	
17614	329445879	23	0	0	
13554	158669807	13	1	0	
17614	267665570	7	0	0	
17614	235223567	12	0	0	
39234	398207688	19	0	0	
17614	401797814	6	0	0	
13554	317154506	8	0	0	
13554	131145208	8	0	0	
17614	313949111	5	0	0	
17614	452347477	42	0	0	
17614	442185350	166	0	0	
17614	182304353	6	0	0	
13554	456007663	282	3855	0	
17614	243434914	13	0	0	
17614	206106196	567	0	0	
17614	365864392	29	0	0	
17614	207133539	2881	0	0	
17614	201189388	5	0	0	
17614	379739202	17	0	0	
17614	263097229	344	0	0	
17614	241601949	8	0	0	
39234	451475593	227	0	0	
39234	267480408	197	0	0	
17614	187739179	6	0	0	
39234	453127719	23	0	0	
17614	427764444	6	0	0	
17614	182221445	47	0	0	
39234	451174405	7	0	0	
17614	182316338	7	0	0	
17614	182186558	211	0	0	
17614	398488212	5	0	0	
17614	412923759	6	0	0	
17614	377644670	6	0	0	
13554	434219035	115	145	0	
17614	423054991	29	0	0	
17614	395547555	12	0	0	
39234	451475586	402	0	0	
17614	357055872	30	0	0	
17614	430165385	45	0	0	
17614	182221433	36	0	0	
39234	450571654	94	0	0	
17614	182221438	14	0	0	
17614	301834397	357	0	0	
17614	329022172	84	0	0	
17614	336282701	24	0	0	
39234	424782557	2	0	0	
17614	182233445	7	0	0	
17614	274191924	5	0	0	
17614	348238088	6	0	0	
17614	156228611	6	0	0	
17614	189502768	12	0	0	
17614	183955539	47	0	0	
39234	442107558	61	0	0	
17614	185149108	6	0	0	
17614	456313351	18547	0	0	
17614	94571158	22	0	0	
39234	437848235	10	0	0	
17614	228183497	11	0	0	
17614	187825590	6	0	0	
13554	164504779	2	0	0	
17614	227291418	56	0	0	
13554	130711718	47	21	0	
17614	182485174	5	0	0	
13554	77994726	1891	0	0	
17614	237862547	34	0	0	
17614	190769992	5	0	0	
17614	184872461	25	0	0	
17614	354628537	19	0	0	
17614	268810798	163	0	0	
17614	386503121	18	0	0	
17614	439821978	6	0	0	
17614	356474428	20	0	0	
17614	398043170	6	0	0	
17614	370133152	663	0	0	
17614	189801239	6	0	0	
17614	185451260	5	0	0	
17614	182245419	11	0	0	
39234	436919256	254	0	0	
17614	369229633	7	0	0	
13554	81513298	23	0	0	
17614	182316301	5	0	0	
17614	438049437	6	0	0	
17614	237776033	6	0	0	
