17614	190562088	354	0	0	
17614	182317600	18	0	0	
17614	282231804	12	0	0	
17614	182572909	12	0	0	
13554	324088864	4	0	0	
17614	196711618	17	0	0	
17614	96849627	13	0	0	
17614	182306942	594	0	0	
17614	208279891	6	0	0	
694	306982277	3	0	0	
17614	187249852	12	0	0	
17614	411525531	61	0	0	
13554	412195176	46	98	0	
17614	400348025	61	0	0	
17614	183631625	6	0	0	
17614	325766445	6	0	0	
17614	389194106	858	0	0	
17614	263879687	5	0	0	
17614	352147676	36	0	0	
17614	182533318	6	0	0	
17614	189093169	7	0	0	
17614	182725362	36	0	0	
17614	183102775	19	0	0	
17614	183655607	10	0	0	
17614	426319923	94	0	0	
17614	277118733	18	0	0	
17614	182485133	6	0	0	
17614	182269440	28	0	0	
17614	184210420	53	0	0	
17614	423246980	20	0	0	
17614	329194909	43	0	0	
17614	356809514	7	0	0	
17614	192514070	8	0	0	
13554	324999194	6	0	0	
17614	284844558	11	0	0	
17614	221274219	10	0	0	
17614	320597966	11	0	0	
17614	98249582	6	0	0	
13554	419848483	4	0	0	
17614	366348616	6	0	0	
17614	422904451	34	0	0	
17614	286774638	6	0	0	
17614	393752954	7	0	0	
39234	428135703	93	0	0	
17614	320115916	6	0	0	
17614	236739263	11	0	0	
17614	192552328	28	0	0	
17614	427907509	19	0	0	
17614	182318914	26	0	0	
17614	209349227	35	0	0	
17614	337029856	18	0	0	
17614	430237590	6	0	0	
17614	398633576	38	0	0	
13554	322119128	12	0	0	
17614	195590107	5	0	0	
17614	186177810	6	0	0	
13554	421945137	26	7	0	
17614	326622415	6	0	0	
17614	417504499	6	0	0	
17614	188272038	5	0	0	
17614	199762706	25	0	0	
17614	405748183	36	0	0	
17614	348228707	6	0	0	
17614	367396161	18	0	0	
17614	386195930	44	0	0	
17614	409631298	7	0	0	
17614	434398935	164	0	0	
17614	327443530	5	0	0	
17614	238251944	420	0	0	
17614	187223237	29	0	0	
17614	185824631	6	0	0	
17614	367155101	22	0	0	
17614	239958383	22	0	0	
17614	390762818	5	0	0	
17614	420700786	25	0	0	
17614	368253405	7	0	0	
17614	217742960	5	0	0	
17614	252967325	6	0	0	
13554	402824098	8	0	0	
17614	184895115	5	0	0	
17614	203323633	6	0	0	
17614	186189840	13	0	0	
13554	89411549	495	0	0	
17614	384467297	90	0	0	
17614	399549538	13	0	0	
39234	438177413	3297	1549	10	
17614	335039570	39	0	0	
17614	300028415	37	0	0	
17614	182486437	6	0	0	
17614	184643468	5	0	0	
17614	405315168	6	0	0	
17614	182738640	153	0	0	
17614	237573321	12	0	0	
13554	421755745	4	0	0	
17614	186103552	5	0	0	
17614	379683962	7	0	0	
39234	367490765	77	0	0	
13554	76415768	120	0	0	
17614	95694752	1108	0	0	
17614	315507755	6	0	0	
17614	323093597	12	0	0	
17614	190181901	6	0	0	
17614	183113494	6	0	0	
17614	205528677	206	0	0	
17614	333147744	12	0	0	
17614	187175089	5	0	0	
17614	249762698	11	0	0	
17614	356256107	18	0	0	
17614	301535743	53	0	0	
17614	364431536	5	0	0	
17614	393752963	4	0	0	
17614	266232750	31	0	0	
17614	238502844	6	0	0	
17614	223876255	590	0	0	
17614	375872700	6	0	0	
17614	186441747	11	0	0	
17614	283063652	159	0	0	
17614	337966410	706	0	0	
17614	310299121	5	0	0	
17614	193902820	7	0	0	
17614	430250518	183	0	0	
17614	187225863	4	0	0	
17614	298479176	5	0	0	
17614	312036403	59	0	0	
17614	243121738	5	0	0	
13554	424781519	1	0	0	
17614	211220548	7	0	0	
17614	203385937	6	0	0	
17614	367203310	13	0	0	
17614	434482803	660	0	0	
13554	318550024	58	0	0	
13554	376805757	5	0	0	
17614	276706670	12	0	0	
17614	182366601	12	0	0	
17614	302714302	24	0	0	
17614	398466802	7	0	0	
17614	126268247	11	0	0	
17614	184018701	6	0	0	
17614	200044393	11	0	0	
17614	425125485	10	0	0	
17614	258309501	10	0	0	
13554	323963378	43	0	0	
13554	393360487	8	0	0	
17614	284038473	7	0	0	
13554	408469529	4	2	0	
17614	408342278	6	0	0	
39234	349837789	624	0	0	
17614	416325916	12	0	0	
17614	182209774	27	0	0	
17614	182210765	23	0	0	
17614	366238147	23	0	0	
17614	340994740	6	0	0	
17614	183630371	7	0	0	
13554	436810098	1752	92304	29	
17614	388662220	4	0	0	
17614	251847657	6	0	0	
17614	212604447	229	0	0	
17614	418338869	11	0	0	
17614	392738818	40	0	0	
17614	187006260	5	0	0	
17614	209472717	5763	0	0	
17614	182185240	1179	0	0	
17614	182222758	6	0	0	
17614	210773576	6	0	0	
17614	182556029	18	0	0	
17614	329445879	16	0	0	
17614	280023256	12	0	0	
17614	182258711	30	0	0	
17614	334207727	16	0	0	
17614	409394956	23	0	0	
17614	420893531	11	0	0	
17614	184499439	6	0	0	
17614	335977451	5	0	0	
13554	144193974	4	2	0	
17614	341199104	18	0	0	
