17614	182283742	6	0	0	
17614	190562088	116	0	0	
17614	182317600	50	0	0	
17614	182283746	11	0	0	
17614	282231804	61	0	0	
17614	384300712	6	0	0	
17614	182523982	18	0	0	
13554	324088864	6	0	0	
17614	249315366	13	0	0	
17614	96849627	22	0	0	
17614	182306942	692	0	0	
17614	208279891	12	0	0	
694	306982277	4	0	0	
17614	187249852	12	0	0	
17614	411525531	10	0	0	
17614	336411109	23	0	0	
17614	400348025	91	0	0	
13554	412195176	31	8	0	
17614	183631625	15	0	0	
17614	182775625	6	0	0	
17614	389194106	73	0	0	
17614	182811821	6	0	0	
17614	440075213	2868	31499	60	
17614	352147676	34	0	0	
17614	182533318	6	0	0	
17614	186394863	7	0	0	
17614	182725362	25	0	0	
17614	183102775	12	0	0	
17614	426319923	38	0	0	
17614	277118733	5	0	0	
17614	182269440	18	0	0	
17614	184210420	23	0	0	
17614	423246980	6	0	0	
17614	221779419	6	0	0	
13554	439779903	4	4452	3	
17614	356809514	5	0	0	
17614	195109756	7	0	0	
17614	373883734	22	0	0	
17614	182978361	5	0	0	
13554	324999194	14	0	0	
17614	284844558	19	0	0	
17614	320597966	26	0	0	
17614	427103760	6	0	0	
17614	94631359	6	0	0	
17614	239262484	5	0	0	
17614	279935158	6	0	0	
13554	419848483	8	3	0	
17614	366348616	12	0	0	
17614	422904451	27	0	0	
17614	293513596	49	0	0	
39234	428135703	116	0	0	
17614	236739263	10	0	0	
17614	192552328	57	0	0	
17614	427907509	33	0	0	
17614	350014833	23	0	0	
17614	182318914	55	0	0	
17614	209349227	24	0	0	
17614	137707348	5	0	0	
17614	398633576	43	0	0	
39234	440660447	798	575	2	
13554	322119128	13	0	0	
17614	184765900	12	0	0	
13554	421945137	33	9	0	
17614	361587884	6	0	0	
17614	196712977	6	0	0	
17614	417504499	5	0	0	
13554	171762628	2	0	0	
17614	405748183	26	0	0	
17614	182306953	14	0	0	
17614	386195930	27	0	0	
17614	341981274	6	0	0	
17614	183080875	27	0	0	
17614	409631298	6	0	0	
17614	203407819	5	0	0	
17614	434398935	12	0	0	
17614	327443530	6	0	0	
17614	238251944	2971	0	0	
17614	187223237	27	0	0	
17614	185824631	16	0	0	
17614	183330466	5	0	0	
17614	367155101	5	0	0	
17614	186402118	19	0	0	
17614	239958383	43	0	0	
17614	390762818	6	0	0	
17614	420700786	9	0	0	
17614	217742960	6	0	0	
